	Disease	Type	Train	Test	NTree	NSample	Min_paired	AUC
165	IBD	s2s	27	59	101	7	0.5	0.6817921752397557
166	IBD	self	27	27	101	7	0.5	0.9405405405405404
167	IBD	lodo	others	27	101	7	0.5	0.7288897005113222
168	IBD	s2s	27	36	101	7	0.6	0.7019180026034643
169	IBD	s2s	27	38	101	7	0.6	0.9255169172932328
170	IBD	s2s	27	48_1	101	7	0.6	0.5185714285714287
171	IBD	s2s	27	59	101	7	0.6	0.6686056015693113
172	IBD	self	27	27	101	7	0.6	0.9396396396396396
173	IBD	lodo	others	27	101	7	0.6	0.7472972972972974
174	IBD	s2s	27	36	101	7	0.7	0.7375680672991599
175	IBD	s2s	27	38	101	7	0.7	0.8446898496240601
176	IBD	s2s	27	48_1	101	7	0.7	0.5099999999999999
177	IBD	s2s	27	59	101	7	0.7	0.7107944638186574
178	IBD	self	27	27	101	7	0.7	0.9576576576576576
179	IBD	lodo	others	27	101	7	0.7	0.7402118334550768
180	IBD	s2s	27	36	101	7	0.8	0.7299580162071513
181	IBD	s2s	27	38	101	7	0.8	0.9433740601503758
182	IBD	s2s	27	48_1	101	7	0.8	0.5139285714285714
183	IBD	s2s	27	59	101	7	0.8	0.6851705536181342
184	IBD	self	27	27	101	7	0.8	0.955855855855856
185	IBD	lodo	others	27	101	7	0.8	0.7935719503287071
186	IBD	s2s	27	36	101	7	0.9	0.7113760833108559
187	IBD	s2s	27	38	101	7	0.9	0.9466635338345863
188	IBD	s2s	27	48_1	101	7	0.9	0.5039285714285715
189	IBD	s2s	27	59	101	7	0.9	0.6815469703574543
190	IBD	self	27	27	101	7	0.9	0.963063063063063
191	IBD	lodo	others	27	101	7	0.9	0.7366325785244704
192	IBD	s2s	27	36	101	7	1.0	0.7341192589899653
193	IBD	s2s	27	38	101	7	1.0	0.8961466165413534
194	IBD	s2s	27	48_1	101	7	1.0	0.5985714285714285
195	IBD	s2s	27	59	101	7	1.0	0.7188453574542284
196	IBD	self	27	27	101	7	1.0	0.9639639639639641
197	IBD	lodo	others	27	101	7	1.0	0.708290723155588
198	IBD	s2s	27	36	101	9	0.0	0.7310769976506275
199	IBD	s2s	27	38	101	9	0.0	0.8794642857142858
200	IBD	s2s	27	48_1	101	9	0.0	0.4421428571428572
201	IBD	s2s	27	59	101	9	0.0	0.6511143199651265
202	IBD	self	27	27	101	9	0.0	0.9432432432432432
203	IBD	lodo	others	27	101	9	0.0	0.6625639152666181
204	IBD	s2s	27	36	101	9	0.1	0.7212817565956383
205	IBD	s2s	27	38	101	9	0.1	0.8562030075187971
206	IBD	s2s	27	48_1	101	9	0.1	0.4271428571428572
207	IBD	s2s	27	59	101	9	0.1	0.6347673278116825
208	IBD	self	27	27	101	9	0.1	0.9441441441441442
209	IBD	lodo	others	27	101	9	0.1	0.6528122717311906
210	IBD	s2s	27	36	101	9	0.2	0.7224163744610321
211	IBD	s2s	27	38	101	9	0.2	0.9335056390977442
212	IBD	s2s	27	48_1	101	9	0.2	0.42821428571428577
213	IBD	s2s	27	59	101	9	0.2	0.6508146251089799
214	IBD	self	27	27	101	9	0.2	0.9432432432432432
215	IBD	lodo	others	27	101	9	0.2	0.6902483564645727
216	IBD	s2s	27	36	101	9	0.3	0.731492340107813
217	IBD	s2s	27	38	101	9	0.3	0.7805451127819549
218	IBD	s2s	27	48_1	101	9	0.3	0.4821428571428572
219	IBD	s2s	27	59	101	9	0.3	0.673019289450741
220	IBD	self	27	27	101	9	0.3	0.9567567567567568
221	IBD	lodo	others	27	101	9	0.3	0.6759678597516435
222	IBD	s2s	27	36	101	9	0.4	0.7189118613987562
223	IBD	s2s	27	38	101	9	0.4	0.8493890977443609
224	IBD	s2s	27	48_1	101	9	0.4	0.4517857142857143
225	IBD	s2s	27	59	101	9	0.4	0.6181070183086312
226	IBD	self	27	27	101	9	0.4	0.9576576576576576
227	IBD	lodo	others	27	101	9	0.4	0.7504382761139519
228	IBD	s2s	27	36	101	9	0.5	0.747571468220927
229	IBD	s2s	27	38	101	9	0.5	0.8705357142857142
230	IBD	s2s	27	48_1	101	9	0.5	0.5449999999999999
231	IBD	s2s	27	59	101	9	0.5	0.7285581952920662
232	IBD	self	27	27	101	9	0.5	0.954954954954955
233	IBD	lodo	others	27	101	9	0.5	0.6948502556610664
234	IBD	s2s	27	36	101	9	0.6	0.7121803817632409
235	IBD	s2s	27	38	101	9	0.6	0.8026315789473685
236	IBD	s2s	27	48_1	101	9	0.6	0.4678571428571428
237	IBD	s2s	27	59	101	9	0.6	0.6585658238884045
238	IBD	self	27	27	101	9	0.6	0.9603603603603604
239	IBD	lodo	others	27	101	9	0.6	0.7268809349890432
240	IBD	s2s	27	36	101	9	0.7	0.7428375414853821
241	IBD	s2s	27	38	101	9	0.7	0.917998120300752
242	IBD	s2s	27	48_1	101	9	0.7	0.5260714285714285
243	IBD	s2s	27	59	101	9	0.7	0.7030296425457716
244	IBD	self	27	27	101	9	0.7	0.9504504504504504
245	IBD	lodo	others	27	101	9	0.7	0.8109934258582907
246	IBD	s2s	27	36	101	9	0.8	0.7389606861261937
247	IBD	s2s	27	38	101	9	0.8	0.8301221804511277
248	IBD	s2s	27	48_1	101	9	0.8	0.5257142857142857
249	IBD	s2s	27	59	101	9	0.8	0.7261061464690497
250	IBD	self	27	27	101	9	0.8	0.9657657657657658
251	IBD	lodo	others	27	101	9	0.8	0.785646457268079
252	IBD	s2s	27	36	101	9	0.9	0.7085498000492546
253	IBD	s2s	27	38	101	9	0.9	0.9024906015037594
254	IBD	s2s	27	48_1	101	9	0.9	0.4335714285714286
255	IBD	s2s	27	59	101	9	0.9	0.6794899738448126
256	IBD	self	27	27	101	9	0.9	0.9684684684684683
257	IBD	lodo	others	27	101	9	0.9	0.6868517165814463
258	IBD	s2s	27	36	101	9	1.0	0.7154249393111374
259	IBD	s2s	27	38	101	9	1.0	0.919172932330827
260	IBD	s2s	27	48_1	101	9	1.0	0.53
261	IBD	s2s	27	59	101	9	1.0	0.6472182868352222
262	IBD	self	27	27	101	9	1.0	0.9387387387387388
263	IBD	lodo	others	27	101	9	1.0	0.7891891891891892
264	IBD	s2s	27	36	101	11	0.0	0.706615770113325
265	IBD	s2s	27	38	101	11	0.0	0.7652725563909775
266	IBD	s2s	27	48_1	101	11	0.0	0.4957142857142858
267	IBD	s2s	27	59	101	11	0.0	0.7174286181342633
268	IBD	self	27	27	101	11	0.0	0.973873873873874
269	IBD	lodo	others	27	101	11	0.0	0.7014609203798393
270	IBD	s2s	27	36	101	11	0.1	0.7219169862360396
271	IBD	s2s	27	38	101	11	0.1	0.8284774436090225
272	IBD	s2s	27	48_1	101	11	0.1	0.5096428571428571
273	IBD	s2s	27	59	101	11	0.1	0.7293755448997385
274	IBD	self	27	27	101	11	0.1	0.9765765765765766
275	IBD	lodo	others	27	101	11	0.1	0.7207815924032142
276	IBD	s2s	27	36	101	11	0.2	0.7075529781520093
277	IBD	s2s	27	38	101	11	0.2	0.7904135338345863
278	IBD	s2s	27	48_1	101	11	0.2	0.4667857142857143
279	IBD	s2s	27	59	101	11	0.2	0.6901836312118571
280	IBD	self	27	27	101	11	0.2	0.9603603603603604
281	IBD	lodo	others	27	101	11	0.2	0.7410518626734843
282	IBD	s2s	27	36	101	11	0.3	0.7064007693119584
283	IBD	s2s	27	38	101	11	0.3	0.9635808270676692
284	IBD	s2s	27	48_1	101	11	0.3	0.4996428571428572
285	IBD	s2s	27	59	101	11	0.3	0.6986568221447254
286	IBD	self	27	27	101	11	0.3	0.9702702702702704
287	IBD	lodo	others	27	101	11	0.3	0.7109934258582908
288	IBD	s2s	27	36	101	11	0.4	0.7109372862207942
289	IBD	s2s	27	38	101	11	0.4	0.6388627819548872
